Job_ID,Job,Location,Company name,Work Type,Job Type,Salary,Experience,no_of_application,Company Size,Skills
3465296959,Data Analyst,Bangalore,Rystad Energy,Hybrid,Full Time,1500000,Entry Level,200,Medium (501-5000),"Excel, SQL, Power BI, Data Cleaning, Google Sheets"
3466797396,Data Analyst,Bangalore,"Giant Eagle, Inc.",On-site,Full Time,1400000,Entry Level,200,Large (5000+),"Python, Power BI, SQL, Google Sheets, Tableau"
3473669395,Data Analyst,Bangalore,"Giant Eagle, Inc.",On-site,Full Time,700000,Entry Level,200,Large (5000+),"Excel, Tableau, SQL, Python, Google Sheets"
3458563286,Data Analyst,Chennai,Elsevier,Hybrid,Full Time,1300000,Senior Level,200,Large (5000+),"Python, Data Strategy, Power BI, Advanced Analytics, Machine Learning"
3437863987,Data Analyst,Gurugram,MoneyWide,On-site,Full Time,1100000,Senior Level,200,Small (1-500),"Python, Python, Leadership in Data, Data Modeling, Cloud Platforms"
3473747143,Data Analyst,India,PERSUITÂ®,Remote,Full Time,1100000,Entry Level,200,Small (1-500),"Tableau, Google Sheets, Power BI, SQL, Data Cleaning"
3473518901,Data Analyst,Pune,AmberStudent,On-site,Full Time,700000,Mid Senior Level,200,Small (1-500),"Snowflake, Data Modeling, Looker, Python, Power BI"
3470063791,Data Analyst,Chennai,Virtusa,Hybrid,Full Time,1200000,Mid Senior Level,200,Large (5000+),"Data Modeling, Looker, Snowflake, Python, Power BI"
3467247562,Data Analyst,Bangalore,Impetus,Hybrid,Full Time,800000,Mid Senior Level,200,Medium (501-5000),"Data Modeling, Looker, Machine Learning, Tableau, EDA"
3465019440,Data Analyst,Bangalore,Impetus,On-site,Full Time,400000,Mid Senior Level,200,Medium (501-5000),"Tableau, Python, Machine Learning, SQL, Looker"
3464940861,Data Analyst,India,Flexi Analyst,Remote,Full Time,600000,Mid Senior Level,200,Small (1-500),"Tableau, SQL, Power BI, Python, Data Modeling"
3464452599,Data Analyst,Jaipur,Rosec Jewels,On-site,Full Time,900000,Entry Level,164,,"Google Sheets, Tableau, Python, Power BI, SQL"
3466106945,Data Analyst,Hyderabad,Tech Mahindra,On-site,Full Time,1200000,Mid Senior Level,200,Large (5000+),"Power BI, Looker, Data Modeling, Tableau, EDA"
3473574826,Data Analyst,India,TribolaTech Inc,Remote,Full Time,700000,Mid Senior Level,200,Small (1-500),"SQL, Looker, EDA, Power BI, Snowflake"
3468089081,Data Analyst,India,WiseAnalytics.io,Remote,Full Time,1100000,Entry Level,200,Small (1-500),"Data Cleaning, SQL, Excel, Power BI, Tableau"
3461044496,Sr Data Analyst,Bangalore,Target,Hybrid,Full Time,1300000,Mid Senior Level,200,Large (5000+),"APIs, Git, Python, SQL, Linux"
3469504181,Data Analyst,Mumbai,Arena ITsoft Consultancy pvt ltd,On-site,Full Time,800000,Entry Level,163,Small (1-500),"Google Sheets, Data Cleaning, SQL, Tableau, Power BI"
3459095844,Data Analyst,Bangalore,Virtusa,On-site,Full Time,1000000,Mid Senior Level,200,Large (5000+),"Power BI, Machine Learning, Snowflake, Tableau, Looker"
3445962989,Data Analyst,Hyderabad,Esmito,On-site,Full Time,600000,Entry Level,200,Small (1-500),"Data Cleaning, Python, Power BI, Excel, Google Sheets"
3466102723,Data Analyst,Hyderabad,Sourcing X-Press,On-site,Full Time,1100000,Mid Senior Level,200,Small (1-500),"Machine Learning, Data Modeling, Looker, Python, Tableau"
3283665651,Data Analyst,Bangalore,Pure Storage,,Full Time,800000,Entry Level,,Medium (501-5000),"Tableau, SQL, Python, Data Cleaning, Excel"
3476278945,Data Analyst,Mumbai,Avotrix,Remote,Full Time,1200000,Mid Senior Level,,Small (1-500),"Python, Data Modeling, Snowflake, EDA, SQL"
3474477393,Data Analyst,Delhi,Uplers,Remote,Full Time,1500000,Mid Senior Level,,Medium (501-5000),"Power BI, Machine Learning, Snowflake, Data Modeling, EDA"
3474495578,Data Analyst,India,Uplers,Remote,Contract,1500000,Mid Senior Level,,Medium (501-5000),"Tableau, Looker, Machine Learning, SQL, EDA"
3474480245,Data Analyst,India,Uplers,Remote,Contract,1000000,Mid Senior Level,,Medium (501-5000),"Data Modeling, Machine Learning, Python, Power BI, SQL"
3469073877,Data Analyst,Delhi,Academy of Management Studies (AMS),On-site,Contract,1100000,Senior Level,,Small (1-500),"Power BI, Leadership in Data, Python, Advanced Analytics, Data Cleaning"
3476370369,Data Analyst,Pune,JetSynthesys Pvt. Ltd.,On-site,Full Time,1000000,Entry Level,,Small (1-500),"Tableau, SQL, Data Cleaning, Power BI, Excel"
3469005819,Sr Data Analyst,Gurugram,NAT HABIT,On-site,Full Time,800000,Mid Senior Level,,Small (1-500),"Tableau, Python, Linux, Cloud Basics, Git"
3477226567,Data Analyst,Mumbai,Magma HDI General Insurance Company Limited,On-site,Full Time,700000,Mid Senior Level,,Medium (501-5000),"Data Modeling, Power BI, Looker, EDA, Machine Learning"
3467872340,Data Analyst,India,"Surya Systems, Inc",Remote,Contract,800000,Mid Senior Level,,Small (1-500),"Python, Power BI, EDA, Tableau, Looker"
3474477393,Data Analyst,Delhi,Uplers,Remote,Full Time,1300000,Mid Senior Level,200,Medium (501-5000),"Looker, Machine Learning, EDA, SQL, Tableau"
3474495578,Data Analyst,India,Uplers,Remote,Contract,1200000,Mid Senior Level,200,Medium (501-5000),"Tableau, EDA, Power BI, Looker, Snowflake"
3476482504,Data Analyst,Hyderabad,Overseas IT Services,On-site,Full Time,1000000,Mid Senior Level,38,Small (1-500),"Data Modeling, EDA, Machine Learning, Looker, Tableau"
3469073877,Data Analyst,Delhi,Academy of Management Studies (AMS),On-site,Contract,800000,Entry Level,87,Small (1-500),"Excel, Google Sheets, Power BI, SQL, Tableau"
3472504479,Data Analyst,Gurugram,airtel,On-site,Full Time,400000,Entry Level,200,Large (5000+),"Google Sheets, SQL, Excel, Tableau, Data Cleaning"
3476472234,Data Analyst,Bhopal,Data & Analytics,Hybrid,Full Time,1000000,Senior Level,43,Small (1-500),"Data Modeling, Power BI, Data Cleaning, Cloud Platforms, Looker"
3473572189,Data Analyst,Ghaziabad,Uplers,Remote,Full Time,1100000,Mid Senior Level,109,Medium (501-5000),"Power BI, Looker, Tableau, SQL, Machine Learning"
3476370369,Data Analyst,Pune,JetSynthesys Pvt. Ltd.,On-site,Full Time,1300000,Entry Level,200,Small (1-500),"Google Sheets, Tableau, Data Cleaning, Power BI, Python"
3466797396,Data Analyst,Bangalore,"Giant Eagle, Inc.",On-site,Full Time,800000,Entry Level,200,Large (5000+),"Tableau, SQL, Power BI, Python, Google Sheets"
3469005819,Sr Data Analyst,Gurugram,NAT HABIT,On-site,Full Time,1200000,Mid Senior Level,200,Small (1-500),"Tableau, Python, Cloud Basics, Linux, SQL"
3474503244,Data Analyst,Hyderabad,DAZN India,On-site,Full Time,1300000,Entry Level,158,Medium (501-5000),"Tableau, Data Cleaning, Power BI, Python, Google Sheets"
3469826902,Data Analyst,Bangalore,Infometry Inc,Hybrid,Full Time,600000,Mid Senior Level,9,Small (1-500),"SQL, Python, Machine Learning, Looker, Tableau"
3472847494,Data Analyst,Mumbai,Pine Labs,On-site,Full Time,800000,Mid Senior Level,200,Medium (501-5000),"Power BI, Snowflake, EDA, Python, Machine Learning"
3464533598,Data Analyst,Chennai,Tata Consultancy Services,On-site,Full Time,500000,Entry Level,200,Large (5000+),"Google Sheets, SQL, Tableau, Python, Data Cleaning"
3476231253,Data Analyst,India,Voltaware,Remote,Full Time,1500000,Senior Level,200,Small (1-500),"Snowflake, Data Modeling, Google Sheets, Power BI, Tableau"
3467247562,Data Analyst,Bangalore,Impetus,Hybrid,Full Time,1400000,Mid Senior Level,200,Medium (501-5000),"Python, Snowflake, EDA, Looker, Tableau"
3463744088,Data Analyst,Bangalore,Decathlon Sports India,Hybrid,Full Time,800000,Mid Senior Level,200,Medium (501-5000),"SQL, Machine Learning, Snowflake, Data Modeling, Python"
3468028509,Data Analyst,Gurugram,Virtusa,Hybrid,Full Time,500000,Mid Senior Level,200,Large (5000+),"Looker, Power BI, Tableau, Data Modeling, Python"
3467362043,Data Analyst,India,Hyqoo,Remote,Full Time,1500000,Entry Level,200,Small (1-500),"Google Sheets, Tableau, Data Cleaning, Power BI, Excel"
3466106945,Data Analyst,Hyderabad,Tech Mahindra,On-site,Full Time,700000,Mid Senior Level,200,Large (5000+),"Tableau, Power BI, Python, Machine Learning, Data Modeling"
3473479523,Data Analyst,India,Multplyr,Remote,Full Time,400000,Mid Senior Level,200,Small (1-500),"Tableau, Machine Learning, SQL, Python, Power BI"
3467872340,Data Analyst,India,"Surya Systems, Inc",Remote,Contract,1400000,Mid Senior Level,200,Small (1-500),"Looker, SQL, Power BI, EDA, Data Modeling"
3477226567,Data Analyst,Mumbai,Magma HDI General Insurance Company Limited,On-site,Full Time,800000,Mid Senior Level,108,Medium (501-5000),"Power BI, EDA, Data Modeling, SQL, Machine Learning"
3467344403,Data Analyst,Mumbai,UST,On-site,Full Time,600000,Mid Senior Level,,Large (5000+),"EDA, Looker, Power BI, Data Modeling, SQL"
3464953423,Data Analyst,India,Bikham,Remote,Full Time,600000,Mid Senior Level,,Small (1-500),"SQL, Power BI, Tableau, Data Modeling, EDA"
3470063791,Data Analyst,Chennai,Virtusa,Hybrid,Full Time,600000,Mid Senior Level,,Large (5000+),"Machine Learning, SQL, Snowflake, Data Modeling, Tableau"
3473747143,Data Analyst,India,PERSUITÂ®,Remote,Full Time,900000,Entry Level,,Small (1-500),"Power BI, Data Cleaning, Google Sheets, Python, Tableau"
3468006432,Data Analyst,Bangalore,Games24x7,On-site,Full Time,1100000,Entry Level,,Medium (501-5000),"SQL, Python, Power BI, Google Sheets, Data Cleaning"
3468089081,Data Analyst,India,WiseAnalytics.io,Remote,Full Time,600000,Entry Level,,Small (1-500),"Power BI, Google Sheets, SQL, Tableau, Excel"
3461044496,Sr Data Analyst,Bangalore,Target,Hybrid,Full Time,1200000,Mid Senior Level,,Large (5000+),"Cloud Basics, Python, SQL, APIs, Tableau"
3473518901,Data Analyst,Pune,AmberStudent,On-site,Full Time,1400000,Mid Senior Level,,Small (1-500),"Looker, Python, Power BI, Machine Learning, Data Modeling"
3473574826,Data Analyst,India,TribolaTech Inc,Remote,Full Time,800000,Mid Senior Level,,Small (1-500),"Tableau, Snowflake, Data Modeling, EDA, Python"
3473669395,Data Analyst,Bangalore,"Giant Eagle, Inc.",On-site,Full Time,900000,Entry Level,,Large (5000+),"SQL, Python, Tableau, Data Cleaning, Google Sheets"
3459095844,Data Analyst,Bangalore,Virtusa,On-site,Full Time,1300000,Mid Senior Level,,Large (5000+),"Tableau, Data Modeling, Snowflake, SQL, Power BI"
3445962989,Data Analyst,Hyderabad,Esmito,On-site,Full Time,400000,Senior Level,,Small (1-500),"Power BI, Tableau, Machine Learning, Python, Tableau"
3410496892,Data Analyst,Bangalore,Epsilon India,On-site,Full Time,1300000,Entry Level,,Medium (501-5000),"SQL, Power BI, Data Cleaning, Google Sheets, Tableau"
3464940861,Data Analyst,India,Flexi Analyst,Remote,Full Time,800000,Mid Senior Level,,Small (1-500),"Snowflake, EDA, Tableau, Power BI, Python"
3465497810,Data Analyst,Noida,Appinventiv,On-site,Full Time,800000,Entry Level,,Medium (501-5000),"Tableau, Python, Google Sheets, Data Cleaning, Power BI"
3474477393,Data Analyst,Delhi,Uplers,Remote,Full Time,600000,Mid Senior Level,,Medium (501-5000),"Python, SQL, EDA, Snowflake, Machine Learning"
3469005819,Sr Data Analyst,Gurugram,NAT HABIT,On-site,Full Time,600000,Mid Senior Level,,Small (1-500),"Cloud Basics, APIs, Linux, Python, SQL"
3476370369,Data Analyst,Pune,JetSynthesys Pvt. Ltd.,On-site,Full Time,1000000,Entry Level,,Small (1-500),"Data Cleaning, Excel, Python, Power BI, SQL"
3469826902,Data Analyst,Bangalore,Infometry Inc,Hybrid,Full Time,1300000,Mid Senior Level,13,Small (1-500),"SQL, EDA, Snowflake, Power BI, Machine Learning"
3476231253,Data Analyst,India,Voltaware,Remote,Full Time,1000000,Entry Level,200,Small (1-500),"Google Sheets, Python, Tableau, SQL, Data Cleaning"
3477226567,Data Analyst,Mumbai,Magma HDI General Insurance Company Limited,On-site,Full Time,1200000,Mid Senior Level,156,Medium (501-5000),"EDA, Snowflake, Data Modeling, Machine Learning, Tableau"
3470559959,Data Analyst,Surat,edusquare,Remote,Full Time,1000000,Senior Level,,Small (1-500),"Leadership in Data, Data Strategy, Tableau, Data Governance, EDA"
3470565234,Data Analyst,Mumbai,Equal2,On-site,Full Time,700000,Senior Level,19,Small (1-500),"Google Sheets, Leadership in Data, Tableau, Excel, Data Modeling"
3474349934,Data Analyst,Bangalore,Uplers,Remote,Full Time,1000000,Mid Senior Level,200,Medium (501-5000),"Machine Learning, EDA, Python, Snowflake, Data Modeling"
3474480245,Data Analyst,India,Uplers,Remote,Contract,500000,Mid Senior Level,136,Medium (501-5000),"Power BI, Looker, Data Modeling, Python, Tableau"
3469005819,Sr Data Analyst,Gurugram,NAT HABIT,On-site,Full Time,600000,Entry Level,34,Small (1-500),"Cloud Basics, Linux, Tableau, SQL, APIs"
3474486284,Data Analyst,Pune,YASH Technologies,On-site,Full Time,1000000,Senior Level,,Large (5000+),"Advanced Analytics, Machine Learning, Google Sheets, Snowflake, Power BI"
3474480245,Data Analyst,India,Uplers,Remote,Contract,1400000,Mid Senior Level,,Medium (501-5000),"Python, Power BI, Data Modeling, SQL, Looker"
3461044496,Sr Data Analyst,Bangalore,Target,Hybrid,Full Time,500000,Mid Senior Level,,Large (5000+),"Cloud Basics, Git, Linux, APIs, Python"
3464533598,Data Analyst,Chennai,Tata Consultancy Services,On-site,Full Time,900000,Entry Level,,Large (5000+),"Excel, Google Sheets, Python, Power BI, Tableau"
3469005819,Sr Data Analyst,Gurugram,NAT HABIT,On-site,Full Time,600000,Entry Level,,Small (1-500),"Tableau, Git, Cloud Basics, Python, SQL"
3472508072,Data Analyst,Bangalore,Client of VAST Consulting,Hybrid,Full Time,500000,Mid Senior Level,,,"EDA, Power BI, Machine Learning, Tableau, Snowflake"
3467357110,Data Scientist,Bangalore,Tata Consultancy Services,On-site,Full Time,1000000,Entry Level,200,Large (5000+),"Python, Matplotlib, Statistics, Pandas, Jupyter"
3467354459,Data Scientist,Chennai,Tata Consultancy Services,On-site,Full Time,1000000,Entry Level,175,Large (5000+),"Statistics, Python, Scikit-learn, Jupyter, Matplotlib"
3467396789,Data Scientist,India,A.P. Moller - Maersk,Remote,,1400000,Senior Level,,,"Jupyter, Scikit-learn, Big Data, Model Deployment, Business Forecasting"
3474692367,Data Scientist,Bangalore,Tredence Inc.,Hybrid,Full Time,1200000,Entry Level,,Medium (501-5000),"Scikit-learn, Jupyter, Matplotlib, Pandas, Statistics"
3467361433,Data Scientist,Mumbai,IndiaFirst Life,On-site,Full Time,1300000,Mid Senior Level,,Medium (501-5000),"PyTorch, Model Deployment, Deep Learning, Spark, NLP"
3467348819,Data Scientist,Mumbai,Tata Consultancy Services,On-site,Full Time,500000,Entry Level,,Large (5000+),"Matplotlib, Pandas, Python, Jupyter, Statistics"
3467357110,Data Scientist,Bangalore,Tata Consultancy Services,On-site,Full Time,1300000,Entry Level,,Large (5000+),"Matplotlib, Python, Statistics, Jupyter, Scikit-learn"
3467354459,Data Scientist,Chennai,Tata Consultancy Services,On-site,Full Time,900000,Entry Level,,Large (5000+),"Scikit-learn, Matplotlib, Jupyter, Statistics, Pandas"
3467396789,Data Scientist,India,A.P. Moller - Maersk,Remote,Full Time,400000,Mid Senior Level,,Large (5000+),"NLP, Big Data, Spark, Deep Learning, PyTorch"
3473343257,Data Scientist,Gurugram,Live Connections,On-site,Full Time,800000,Entry Level,,Medium (501-5000),"Pandas, Python, Statistics, Matplotlib, Scikit-learn"
3467094978,Data Scientist,Chennai,Lentra,Hybrid,Full Time,800000,Senior Level,,Small (1-500),"Pandas, Spark, Model Deployment, PyTorch, Business Forecasting"
3472820914,Data Scientist,Gurugram,Samatrix Consulting Private Limited,On-site,Full Time,900000,Senior Level,,Small (1-500),"Statistics, PyTorch, Business Forecasting, Matplotlib, Model Deployment"
3472820914,Data Scientist,Gurugram,Samatrix Consulting Private Limited,On-site,Full Time,400000,Senior Level,133,Small (1-500),"Spark, Statistics, Model Deployment, Business Forecasting, Data Product Ownership"
3461021370,Data Scientist,India,Awign,Remote,Contract,900000,Mid Senior Level,,Small (1-500),"Spark, TensorFlow, Big Data, NLP, PyTorch"
3474473932,Data Scientist,Hyderabad,Uplers,Remote,Full Time,600000,Mid Senior Level,,Medium (501-5000),"Spark, NLP, PyTorch, Model Deployment, Big Data"
3474475792,Data Scientist,Pune,Uplers,Remote,Full Time,1100000,Mid Senior Level,141,Medium (501-5000),"Big Data, NLP, Model Deployment, PyTorch, Spark"
3468593721,Data Scientist,Bangalore,CITRIOT,,Full Time,900000,Entry Level,,Small (1-500),"Scikit-learn, Python, Statistics, Jupyter, Pandas"
3469063592,Data Scientist,Chennai,Wipro,Hybrid,Full Time,1100000,Mid Senior Level,111,Large (5000+),"NLP, Spark, TensorFlow, Big Data, Deep Learning"
3474909211,Data Scientist,Bangalore,Apparel Group,On-site,Full Time,1300000,Mid Senior Level,,Large (5000+),"NLP, TensorFlow, Spark, Model Deployment, PyTorch"
3468573217,Data Scientist,Bangalore,Conneqt Digital,Hybrid,Full Time,900000,Mid Senior Level,,Large (5000+),"Spark, NLP, Model Deployment, Big Data, TensorFlow"
3474487617,Data Scientist,Bangalore,Akaike Technologies,Hybrid,Full Time,1100000,Mid Senior Level,200,Small (1-500),"Model Deployment, NLP, TensorFlow, Spark, Big Data"
3469057159,Data Scientist,Bangalore,"o9 Solutions, Inc.",Hybrid,Full Time,400000,Mid Senior Level,,Medium (501-5000),"TensorFlow, NLP, Deep Learning, Big Data, PyTorch"
3474496688,Data Scientist,India,DeetsDigital,Remote,Full Time,1200000,Mid Senior Level,200,Small (1-500),"Model Deployment, PyTorch, TensorFlow, Spark, Big Data"
3469074162,Data Scientist,Mohali,TIGI HR Â®,On-site,Full Time,400000,Entry Level,,Small (1-500),"Statistics, Scikit-learn, Jupyter, Matplotlib, Pandas"
3474493907,Data Scientist,Ahmedabad,DeetsDigital,On-site,Full Time,600000,Mid Senior Level,,Small (1-500),"Big Data, PyTorch, NLP, Deep Learning, Spark"
3476199686,Data Scientist,Delhi,ATNIS PVT LIMITED,On-site,Full Time,900000,Entry Level,,,"Python, Pandas, Jupyter, Scikit-learn, Statistics"
3474473932,Data Scientist,Hyderabad,Uplers,Remote,Full Time,900000,Mid Senior Level,111,Medium (501-5000),"Model Deployment, PyTorch, TensorFlow, Deep Learning, Big Data"
3460397953,Data Scientist,Mumbai,Tata Consultancy Services,On-site,Full Time,1200000,Entry Level,200,Large (5000+),"Jupyter, Scikit-learn, Python, Statistics, Pandas"
3474475792,Data Scientist,Pune,Uplers,Remote,Full Time,1300000,Mid Senior Level,150,Medium (501-5000),"Deep Learning, NLP, Model Deployment, PyTorch, TensorFlow"
3469063592,Data Scientist,Chennai,Wipro,Hybrid,Full Time,1400000,Mid Senior Level,123,Large (5000+),"Spark, Deep Learning, PyTorch, NLP, Big Data"
3468593721,Data Scientist,Bangalore,CITRIOT,,Full Time,1400000,Entry Level,,Small (1-500),"Python, Jupyter, Scikit-learn, Matplotlib, Statistics"
3474909211,Data Scientist,Bangalore,Apparel Group,On-site,Full Time,700000,Mid Senior Level,200,Large (5000+),"TensorFlow, NLP, Deep Learning, PyTorch, Model Deployment"
3467357110,Data Scientist,Bangalore,Tata Consultancy Services,On-site,Full Time,700000,Entry Level,200,Large (5000+),"Matplotlib, Scikit-learn, Python, Pandas, Statistics"
3464562267,Data Scientist,Bangalore,AB InBev,Hybrid,Full Time,1000000,Mid Senior Level,200,Large (5000+),"NLP, Spark, Big Data, TensorFlow, Deep Learning"
3467348819,Data Scientist,Mumbai,Tata Consultancy Services,On-site,Full Time,1400000,Entry Level,200,Large (5000+),"Jupyter, Pandas, Matplotlib, Python, Scikit-learn"
3472992038,Data Scientist,Chennai,Uplers,Remote,Full Time,1400000,Mid Senior Level,73,Medium (501-5000),"PyTorch, Model Deployment, Spark, Deep Learning, Big Data"
3474357031,Data Scientist,Mumbai,Intelligence Node,On-site,Full Time,1300000,Mid Senior Level,200,Small (1-500),"PyTorch, Spark, Big Data, Model Deployment, Deep Learning"
3468573217,Data Scientist,Bangalore,Conneqt Digital,Hybrid,Full Time,1400000,Mid Senior Level,200,Large (5000+),"Big Data, Spark, PyTorch, NLP, Model Deployment"
3474487617,Data Scientist,Bangalore,Akaike Technologies,Hybrid,Full Time,1000000,Mid Senior Level,200,Small (1-500),"Deep Learning, Big Data, PyTorch, NLP, Model Deployment"
3469057159,Data Scientist,Bangalore,"o9 Solutions, Inc.",Hybrid,Full Time,1200000,Mid Senior Level,200,Medium (501-5000),"Spark, PyTorch, NLP, Deep Learning, Big Data"
3461003799,Data Scientist,Bangalore,"o9 Solutions, Inc.",Hybrid,Full Time,600000,Mid Senior Level,200,Medium (501-5000),"Spark, NLP, PyTorch, Model Deployment, Deep Learning"
3461002816,Data Scientist,Bangalore,"o9 Solutions, Inc.",Hybrid,Full Time,400000,Mid Senior Level,200,Medium (501-5000),"Model Deployment, NLP, PyTorch, Deep Learning, TensorFlow"
3474262732,Data Scientist,India,Abacus.AI,Remote,Full Time,1300000,Entry Level,,Small (1-500),"Python, Matplotlib, Scikit-learn, Pandas, Statistics"
3474692367,Data Scientist,Bangalore,Tredence Inc.,Hybrid,Full Time,600000,Entry Level,,Medium (501-5000),"Python, Matplotlib, Pandas, Jupyter, Statistics"
3467396789,Data Scientist,India,A.P. Moller - Maersk,Remote,Full Time,800000,Entry Level,,Large (5000+),"Statistics, Jupyter, Matplotlib, Python, Scikit-learn"
3474496688,Data Scientist,India,DeetsDigital,Remote,Full Time,1500000,Entry Level,,Small (1-500),"Python, Scikit-learn, Statistics, Matplotlib, Pandas"
3460394289,Data Scientist,Bangalore,Idexcel,On-site,Full Time,800000,Mid Senior Level,,Medium (501-5000),"Model Deployment, NLP, Deep Learning, Spark, PyTorch"
3472820914,Data Scientist,Gurugram,Samatrix Consulting Private Limited,On-site,Full Time,1300000,Entry Level,,Small (1-500),"Pandas, Scikit-learn, Jupyter, Statistics, Python"
3473574432,Data Scientist,Mumbai,Motilal Oswal Financial Services Ltd,On-site,Full Time,800000,Executive Level,,Large (5000+),"Model Deployment, Pandas, PyTorch, TensorFlow, Big Data"
3474493907,Data Scientist,Ahmedabad,DeetsDigital,On-site,Full Time,700000,Senior Level,,Small (1-500),"Big Data, Scikit-learn, Spark, Pandas, Matplotlib"
3462399354,Data Scientist,Bangalore,Accolite Digital,On-site,Full Time,500000,Entry Level,,Medium (501-5000),"Jupyter, Scikit-learn, Pandas, Python, Statistics"
3453087040,Data Scientist,Hyderabad,Saven Technologies,Hybrid,Full Time,600000,Mid Senior Level,,Small (1-500),"NLP, PyTorch, Deep Learning, Big Data, TensorFlow"
3474479510,Data Scientist,Noida,Idealysis Internet Marketing Agency,Remote,Full Time,700000,Entry Level,,Small (1-500),"Matplotlib, Statistics, Scikit-learn, Jupyter, Python"
3450304753,Data Scientist,India,"Surya Systems, Inc",Remote,Contract,1000000,Mid Senior Level,,Small (1-500),"Deep Learning, PyTorch, Big Data, Model Deployment, Spark"
3467094978,Data Scientist,Chennai,Lentra,Hybrid,Full Time,800000,Senior Level,,Small (1-500),"Statistics, NLP, Jupyter, Business Forecasting, PyTorch"
